;Unnamed: 0_base;game_id_base;description_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;name_base;playing_time_base;year_published_base;artist_base;category_base;designer_base;family_base;mechanic_base;publisher_base;average_rating_base;users_rated_base;name_lower_base;Unnamed: 0_api;average_learning_complexity_api;average_strategy_complexity_api;average_user_rating_api;comment_count_api;discount_api;id_api;is_historical_low_api;listing_clicks_api;max_players_api;max_playtime_api;min_age_api;min_players_api;min_playtime_api;name_api;num_user_ratings_api;players_api;plays_api;playtime_api;price_api;price_au_api;price_ca_api;price_uk_api;visits_api;year_published_api;name_lower_api
165;1613;2651;"Power Grid is the updated release of the Friedemann Friese crayon game Funkenschlag. It removes the crayon aspect from network building in the original edition, while retaining the fluctuating commodities market like Crude: The Oil Game and an auction round intensity reminiscent of The Princes of Florence.&#10;&#10;The objective of Power Grid is to supply the most cities with power when someone's network gains a predetermined size.  In this new edition, players mark pre-existing routes between cities for connection, and then bid against each other to purchase the power plants that they use to power their cities.&#10;&#10;However, as plants are purchased, newer, more efficient plants become available, so by merely purchasing, you're potentially allowing others access to superior equipment.&#10;&#10;Additionally, players must acquire the raw materials (coal, oil, garbage, and uranium) needed to power said plants (except for the 'renewable' windfarm/ solar plants, which require no fuel), making it a constant struggle to upgrade your plants for maximum efficiency while still retaining enough wealth to quickly expand your network to get the cheapest routes.&#10;&#10;Power Grid FAQ - Please read this before posting a rules question!  Many questions are asked over and over in the forums... If you have a question about a specific expansion, please check the rules forum or FAQ for that particular expansion.&#10;&#10;";6;120;12;2;120;Power Grid;120;2004;"Antonio Dessi,Lars-Arne ""Maura"" Kalusky,Prapach Lapamnuaysap,Harald Lieske";Economic,Industry / Manufacturing;Friedemann Friese;Country: Germany,Country: USA,Power Grid;Auction/Bidding,Route/Network Building;2F-Spiele,999 Games,Albi,Arclight,Brain Games,Edge Entertainment,Galápagos Jogos,Gém Klub Kft.,Giochi Uniti,Hobby World,Ideal Board Games,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lacerta,Lautapelit.fi,Rio Grande Games,Runadrake,Siam Board Games,Smart Ltd,Stratelibri,Swan Panasia Co., Ltd.;7.94499;42036;power grid;9;3.0;3.5;3.754220072756944;0;0.32;Meszt3IFfX;False;0;6.0;150.0;12.0;2.0;120.0;Power Grid;439;2-6;1045;120-150;33.99;69.95;26.95;7.99;4586;2004.0;power grid
166;1616;2655;"From the Publisher:&#10;&#10;Hive is a highly addictive strategic game for two players that is not restricted by a board and can be played anywhere on any flat surface. Hive is made up of twenty two pieces, eleven black and eleven white, resembling a variety of creatures each with a unique way of moving.&#10;&#10;With no setting up to do, the game begins when the first piece is placed down. As the subsequent pieces are placed this forms a pattern that becomes the playing surface (the pieces themselves become the board). Unlike other such games, the pieces are never eliminated and not all have to be played. The object of the game is to totally surround your opponent's queen, while at the same time trying to block your opponent from doing likewise to your queen. The player to totally surround his opponent's queen wins the game.&#10;&#10;";2;20;9;2;20;Hive;20;2001;John Yianni;Abstract Strategy,Animals;John Yianni;Animals: Ants,Animals: Bees,Animals: Grasshoppers,Animals: Spiders,Combinatorial,Hive,Mensa Select;Grid Movement,Tile Placement;Asmodee,Crómola,G3,Gen42 Games,Gigamic,HUCH! & friends,Jolly Thinkers,Magellan,Oficina do Aprendiz,Productief BV,Smart Zone Games,uplay.it edizioni,Vendetta,Wargames Club Publishing;7.342519999999999;20026;hive;4;2.0;3.5;3.556063536894741;0;0.28;D0OHY8b8Oc;False;0;2.0;30.0;8.0;2.0;15.0;Hive;314;2;2607;15-30;23.99;27.0;34.95;0.0;2531;2001.0;hive
167;1620;2667;"A party game where you try to guess the most popular answers to the questions, not necessarily the correct answers.&#10;&#10;";10;30;10;4;30;What Were You Thinking?;30;1998;;Party Game;Richard Garfield;;Voting;Wizards of the Coast;6.91706;216;what were you thinking?;82;0.0;0.0;2.75;0;0.0;AzVjsOXF8n;False;0;99.0;30.0;10.0;4.0;30.0;What Were You Thinking?;4;4-99;9;30;0.0;0.0;0.0;0.0;90;1998.0;what were you thinking?
168;1626;2679;"Mouse Trap pits 2-4 players against each other as mice trying to navigate through a complex mousetrap.  They build the Rube Goldberg inspired mousetrap as they move their mice across the board.  They also try to collect cheese cards, which allow them to move other mice to cheese wheel which is the bait for the trap.  Once the mousetrap has been completely constructed, players can attempt to capture each others' mice in it by turning the crank, which activates the mousetrap.  If the mousetrap doesn't malfunction, the mouse is captured and out of the game.  The winner is the last mouse who avoids being trapped.  The main appeal of Mouse Trap is the ridiculously complex contraption that is the mousetrap.  Somehow even young children can figure out how to assemble it from the blueprints on the board, and everyone enjoys watching it do its magic.&#10;&#10;";4;30;6;2;30;Mouse Trap;30;1963;;Action / Dexterity,Animals,Children's Game;"Gordon A. Barlow,Marvin Glass,Harvey ""Hank"" Kramer,Burt Meyer";3D Games,Animals: Mice,Marble Games,Mouse Trap;Roll / Spin and Move;Arxon,Basic Fun, Inc.,El Greco,Hasbro,Ideal,JAK,MB Jeux,MB Juegos,MB Spellen,MB Spiele,MB spill,Milton Bradley;4.10348;1969;mouse trap;80;1.0;1.0;1.8604651162790693;0;0.1;T4DfVzfque;False;0;4.0;30.0;;2.0;30.0;Mouse Trap;43;2-4;25;30;17.96;25.0;31.95;0.0;192;1963.0;mouse trap
169;1654;2749;"The American Civil War is a game of grand strategy and tactical battles during the epic struggle that divided the United States. The players take control of the war effort of the North as they attempt to save the Union, or the South as they attempt to gain independence for the Confederacy. They can lead armies into battle, build their navy, emancipate the slaves, enact conscription, or attempt to influence European involvement in the struggle to tip the balance. Re-fight the war, and change the course of history.&#10;&#10;";4;240;12;2;240;The American Civil War;240;2001;(Uncredited);American Civil War,Wargame;Glenn Drover;;;Eagle-Gryphon Games;5.66324;361;the american civil war;22;0.0;0.0;2.512;0;0.0;scbkcU3Mgr;False;0;4.0;240.0;12.0;2.0;240.0;The American Civil War;5;2-4;4;240;0.0;0.0;0.0;0.0;40;2001.0;the american civil war
170;1655;2750;"The game is played in rounds. Each round, one of the players is chosen as the &quot;subject&quot; of a question. The question has 6 multiple choice answers. The question is read aloud and players vote on the answer they think is correct. Points are awarded to the players that chose the most popular answer.&#10;&#10;An example of a question:&#10;&#10;Imaginiff &lt;blank&gt; were a flying object. Which would he/she be?&#10;1) Blimp&#10;2) Biplane&#10;3) Glider&#10;4) Frisbee&#10;5) Lear jet&#10;6) Brick&#10;&#10;";8;30;12;3;30;Imaginiff;30;1998;Arthur Wagner;Bluffing,Humor,Party Game;Jack Lawson,Andrew Lawson;Mensa Select;Roll / Spin and Move,Simultaneous Action Selection,Voting;Buffalo Games,Imago,Mattel,Paul Lamond Games Ltd,Piatnik,Tactic;5.55449;1206;imaginiff;0;0.0;0.0;2.204545454545454;0;0.0;jceIYSFqmD;False;0;8.0;60.0;14.0;3.0;40.0;iMAgiNiff;22;3-8;53;40-60;44.24;0.0;0.0;0.0;544;1998.0;imaginiff
171;1664;2767;"In this very simple children's game, all six snails are in play regardless of the number of players.  Each player bets which two snails will come in first and last.  Play goes counter-clockwise; on your turn, you roll both coloured dice and advance the corresponding snails by one square if their colour comes up (or the same snail two squares if its colour comes up twice).&#10;&#10;";6;10;3;2;10;Snail's Pace Race;10;1985;Dick Bruna,Hans-Günther Döring,Horst Laupheimer,Wolfgang Scheit;Children's Game,Dice,Racing;Alex Randolph;Animals: Snails,Characters: Miffy;Betting/Wagering,Dice Rolling;(Unknown),Ravensburger Spieleverlag GmbH;5.28867;415;snail's pace race;6;0.0;0.0;1.8;0;-0.05;RCPtDA2DcY;False;0;6.0;10.0;3.0;2.0;10.0;Snail's Pace Race;5;2-6;30;10;21.99;36.0;19.95;0.0;106;1985.0;snail's pace race
172;1670;2778;"Based on the siege of Minas Tirith along with the battle outside the city gate as depicted in J.R.R. Tolkien's novel The Lord of the Rings.&#10;&#10;Part of the SPI Middle Earth trilogy along with War of the Ring and Sauron.&#10;&#10;Also published in Poland in 1984 under the &quot;Bitwa na Polach Pellenoru&quot; (&quot;Batlle at Pellenor Fields&quot;) as probably first wargame in polish language. There were two editions with diffent covers.&#10;&#10;";2;120;12;2;120;Gondor;120;1977;Tim Kirk,Redmond A. Simonsen;Fantasy,Wargame;Richard H. Berg,Linda Mosca;Tolkien Games;Hex-and-Counter;Altar Games,Encore (for boardgames),SPI (Simulations Publications, Inc.);6.0494900000000005;217;gondor;7;0.0;0.0;0.0;0;0.0;uHlMuzoxU0;False;0;2.0;120.0;12.0;2.0;120.0;Gondor;0;2;0;120;0.0;0.0;0.0;0.0;50;1977.0;gondor
173;1677;2799;"Arabian Nightmare: The Kuwait War, was designed and published while the late 1990 events in Kuwait were still unfolding, so in effect it was a near-future game which became an historical game within a few months.&#10;&#10;The game has one map and 300 counters. The map covers the Persian Gulf, Saudi Arabia, the eastern part of Iraq and its border with Iran. Turn/Time Scale is 1-3 days per Military Action Segment and 4-6 days per Political Action Segment (a full turn is 2 MAS and 1 PAS, so 6-12 days total).&#10;&#10;The game may be played using only the Military rules, the Political rules or both sets. There is an Introductory Game as well. There are 7 scenarios including the full campaign.&#10;&#10;This is a medium-high complexity game with many creative mechanisms and special rules. For the experienced wargamer.&#10;&#10;This game was published in Strategy &amp; Tactics magazine #139.&#10;&#10;Game Scale:&#10;Turn: 1-3 days for Military Action Segments (combat units), 3-6 days for Political Action Segments&#10;Hex: 30 km&#10;Unit: Battalion to Corps, Naval Squadrons, Air Wings&#10;&#10;Game Inventory:&#10;One 22&quot; X 34&quot; mapsheet&#10;Two countersheet (300 1/2&quot; counters)&#10;One 28 page Military Game Rules booklet&#10;One 12 page Political Game Rules booklet&#10;One 8 page introductory Game Rules booklet&#10;One 12 page Summary Sheet Rules booklet&#10;&#10;";3;360;12;2;360;Arabian Nightmare: The Kuwait War;360;1990;;Arabian,Modern Warfare,Wargame;Austin Bay,A. Davis,Jim Dunnigan;Country: Kuwait,Country: Qatar,Magazine: Strategy & Tactics;Hex-and-Counter;3W (World Wide Wargames);4.9925;80;arabian nightmare: the kuwait war;6;0.0;0.0;4.0;0;0.0;jw7ectyjBH;False;0;3.0;360.0;12.0;2.0;360.0;Arabian Nightmare: The Kuwait War;1;2-3;0;360;0.0;0.0;0.0;0.0;73;1990.0;arabian nightmare: the kuwait war
174;1679;2802;"War in Europe is a compendium of three modules, War in the East 2nd ed., War in the West, and War in Europe. The two base games, War in the East 2nd ed. and War in the West, are both playable individually and are both designed for two sided play. War in Europe provides an integrated linkage between these two and provides for three player play.&#10;&#10;The game system traces its lineage from SPI's earlier Kursk and Destruction of Army Group Centre but was primarily inspired by War in the  East 1st. ed.  War in Europe is played on nine full sized (22&quot;x34&quot;) coloured  maps and employs about 3600 1/2x1/2&quot; cardboard pieces.&#10;&#10;The three sides in the full game are the Italo-German Axis, the Anglo- French-American Allies, and the Soviet Union. Political rules govern the  alignment of neutral states and restrict the use of active minor power units  by the controlling players. Rules also restrict the degree of co-operation between units of differing nationalities, whether Axis or Allied. The victory  conditions are also constructed to limit the degree of co-operation between  independent Allied and Soviet players.&#10;&#10;Each 3/4&quot; hex represents 20 miles. A single game-turn consists of three sequential player turns and represents one week elapsed time. Four game- turns form a 'cycle' at the beginning of which strategic warfare and economic production takes place. Thirteen cycles form a game year. Both Axis and Soviet power produce additional forces via a simplified economic  production process. Allied forces are received only by a preset reinforcement schedule.&#10;&#10;Player pieces called units represent division and brigade sized military formations. In addition to units, all powers also possess air-point counters representing abstract air power at an estimated scale of 500 sorties per point. Markers are a third category of playing piece used to note some temporary alteration to the map or to a unit.&#10;&#10;Allied and Axis powers have amphibious point counters representing invasion lift assets. Each amphibious point is capable of lifting a single divisional sized unit and as acting as a 'beachhead' supply source. The Axis powers also have counters for Naval Transport points and Naval Surface Combat points. The Axis may build these points via his production routines.&#10;&#10;Naval points (of all types) risk interception and elimination (along with any transported unit) by air power when used to transport land units, enable  supply, or provide escort. Axis naval points also risk Allied naval interception and elimination when conducting transport operations on the high seas (anywhere other than the Baltic). The Allied player has a  standard number of naval transport points (15) that does not change from turn to turn and which cannot be destroyed when intercepted, though their cargo may be. Expended (not destroyed) amphibious points are automatically returned to play after a nine turn delay.&#10;&#10;The Soviet power possesses one transport point in the Baltic so long as Leningrad remains uncaptured and one naval transport point in the Black Sea so long as the Soviet retains at least one Black Sea port. If the Soviets ever lose their naval transport capability in either sea then it is lost for the rest of the game and cannot be restored.&#10;&#10;The Axis power possesses counters for sub points and markers for land fortifications (the Atlantic Wall). Both of these must be produced using the economic system employed during the strategic inter-phase conducted at the start of each cycle. Sub points are used to determine the rate of Allied reinforcement and are themselves subject to loss.&#10;&#10;The Allied power receives Strategic Bomber Points which are used to disable Axis Production and Transportation during the Strategic Inter- phase. These are subject to loss by German Strategic Air Defence air- points and Flak Points.&#10;&#10;A number of scenarios are provided covering the entire war or significant campaigns. Victory is determined by the Axis political point total and the possession of specified hexes. The Axis political point total is adjusted during the game based on Allied and Axis actions together with the control of specific hexes or the conquest/occupation/liberation of nations. A novel feature in the design is the use of varying CRTs by nation/year to account for the changing relationships in the combat power of units over the course of a six year war without recourse to replacement counters for the units.&#10;&#10;The original game was issued in SPI notorious 'flat-pack' plastic tray packaging that required three units to contain the product. Later (1978?) War in Europe was retailed in the large bookcase box format (the Soap- box). The game was ported to a MS-DOS computer program published by  Decision Games in 1996 and a revised reprint of the original boardgame was published by Decision Games in 1999. A New PC version of war in Europe will allow players to battle one another PBEM or face to face and is currently under development.&#10;&#10;The game contains: &#10;- 3600 counters&#10;&#10;        (Three identical Axis 400 counter contersheets)&#10;        (Three identical Russian 400 counter contersheets)&#10;        (Three identical Western Allied 400 counter contersheets)&#10;&#10;&#10;&#10;&#10;- Nine maps (A-H,J)&#10;- Four Rulebooks&#10;&#10;        (Standard Rules)&#10;        (War in the East 2nd Edition Exclusive Rules)&#10;        (War in the West Exclusive Rules)&#10;        (War in Europe Exclusive Rules)&#10;&#10;&#10;&#10;&#10;- Axis Production Spiral&#10;- Soviet Production Spiral&#10;- Axis Game-Turn Cycle Record Track&#10;- Soviet Game-Turn Cycle Record Track &#10;- Allied Game-Turn Cycle Record Track&#10;- Two Identical War in the East Comvbat Results Tables&#10;- Two Identical War in the West Comvbat Results Tables&#10;&#10;";3;360;14;2;360;War in Europe;360;1976;Redmond A. Simonsen;Economic,Political,Wargame,World War II;Jim Dunnigan;War in Europe;Dice Rolling,Hex-and-Counter,Variable Player Powers;Hobby Japan,SPI (Simulations Publications, Inc.);7.01779;149;war in europe;89;0.0;0.0;0.0;0;0.0;ctLMNbQuDR;False;0;3.0;360.0;14.0;2.0;360.0;War in Europe;0;2-3;0;360;0.0;0.0;0.0;0.0;82;1976.0;war in europe
175;1681;2808;"On the 18th of December, 1940 Hitler issued Fuhrer Directive No. 21, code named Barbarossa, which stated: &ldquo;The Soviet Union is to be crushed in one swift campaign before the war with England ends.&rdquo;&#10;&#10;On the 22nd of June, 1941, Barbarossa was finally launched. Over three million German soldiers, most of them veterans of the campaigns in Poland, France, and the Balkans, began a blitzkrieg style of invasion against two million Russian defenders. The initial advance was fantastic. Hundreds of thousands of prisoners were taken and the motorized divisions began to outrun the rest of the army. The Germans reached the gates of Moscow, victor in sight. Then the winter came.&#10;&#10;RUSSIAN CAMPAIGN has been universally acclaimed as one of the finest wargames around. With the ease and playability of the 'Classics', the game also conveys the feel of the actual campaign and is exceptionally accurate historically. Both players will have to use the subtle skills, advantages, and tactics of their historical counterparts to win.&#10;&#10;Game features include rail movement, sea movement, invasions, stukas, partisans, automatic victory, SS units, sudden death victory conditions, and double impulse movement capabilities. Seven scenarios break the total campaign down into its most important battles.&#10;A 22&quot; x 28&quot; mapboard, various playing aids and charts, and a twelve-page rulebook. On every gamer's top ten list, this one belongs in every gamer's library.&#10;&#10;AVALON HILL COMPLEXITY RATING: 4&#10;(On a scale of 1-easy; 10-hard)&#10;&#10;Playing Time&mdash;Six Hours or Less&#10;&#10;&#10;The inspiration to Russia Besieged.&#10;&#10;";2;360;12;2;360;The Russian Campaign;360;1974;John Edwards,Don Greenwood,James Hamilton,Rodger B. MacGowan;Wargame,World War II;John Edwards;Country: Russia,Solitaire Wargames;Dice Rolling,Hex-and-Counter;Avalon Hill,Jedko Games,L2 Design Group,Wargames Research Centre Ltd.;7.23197;1198;the russian campaign;39;0.0;0.0;3.28125;0;0.13;t5ohwDCRRS;False;0;2.0;360.0;;2.0;360.0;The Russian Campaign;8;2;1;360;44.99;0.0;0.0;0.0;185;1974.0;the russian campaign
176;1687;2817;"Designed by Christian T. Petersen and Darrell Hardy, Delta V is a clever, colorful, and affordable game of memory, strategy, and just a pinch of backstabbing. Rival mining companies explore asteroids to reap their mineral riches. Remember which asteroids hold which minerals, bid for the proper contract, and struggle against nasty competition. All in a day's work at the Delta V asteroid field.&#10;&#10;Part of the Silver Line collection&#10;&#10;";4;60;12;2;60;Delta V;60;2001;Ben Prenevost,Scott Schomburg,Brian Schomburg;Memory,Science Fiction;Darrell Hardy,Christian T. Petersen;;;Fantasy Flight Games;4.98922;218;delta v;17;0.0;0.0;2.75;0;0.0;jbA30JeM57;False;0;4.0;60.0;12.0;2.0;60.0;Delta V;4;2-4;4;60;21.95;0.0;0.0;0.0;85;2001.0;delta v
177;1688;2818;"UNO, America's No. 1-selling card game, has a whole new twist. You'll still encounter all the elements that make UNO so unpredictable and challenging, but add to that a motorized card launcher that shows no mercy and you've got UNO Attack. The object of the game is still to get rid of all your cards. The UNO command cards direct the game by telling players when to trade hands, discard, reverse the playing order, or skip a player. Beware the dreaded Hit command, though, as this translates into a game of Russian roulette. You never know when the card launcher is going to fire off a stream of UNO cards just for you! For 2 to 10 players. Requires three C batteries (not included).&#10;&#10;112 cards as follows:&#10;&#10;18 Blue cards: 2 each - 1 to 9&#10;18 Green cards: 2 each - 1 to 9&#10;18 Red cards: 2 each - 1 to 9&#10;18 Yellow cards: 2 each - 1 to 9&#10;8 Hit 2 cards: 2 each in blue, green, red and yellow&#10;8 Reverse cards: 2 each in blue, green, red and yellow&#10;8 Skip cards: 2 each in blue, green, red and yellow&#10;4 Discard All cards: 1 each in blue, green, red and yellow&#10;4 Trade Hands cards: 1 each in blue, green, red and yellow&#10;4 Wild cards&#10;2 Wild All-Hit cards&#10;2 Wild Hit-Fire card&#10;&#10;2010 Edition Changes:&#10;&#10;     Trade Hand cards are replaced with another set of Discard All cards&#10;     Wild All-Hit and Wild Hit-Fire cards are replaced with 4 Wild Attack-Attack cards&#10;&#10;&#10;&#10;&#10;";10;20;7;2;20;UNO Attack!;20;1999;;Card Game,Electronic;(Uncredited);UNO;Hand Management;Mattel;5.3967800000000015;944;uno attack!;26;0.0;0.0;2.4794117647058833;0;0.47;4bhIO7ErEG;False;0;10.0;30.0;7.0;2.0;30.0;UNO Attack!;17;2-10;68;30;17.99;0.0;0.0;0.0;150;1999.0;uno attack!
178;1700;2842;"TransAmerica is a very simple railway game. Each player has a set of 5 cities strung across the US that need to be connected by rail. Players place either 1 or 2 rails each turn. The game ends when the first player completes a connected route between his 5 cities. The player who can make the best use of the other players' networks is generally victorious.&#10;&#10;";6;30;13;2;30;TransAmerica;30;2001;Marcel-André Casasola Merkle;Trains,Transportation;Franz-Benno Delonge;Country: USA,Immortal Eyes Games Collection,Mensa Select,Transamerica;Route/Network Building;(Unknown),Broadway Toys LTD,Corfix,Identity Games International B.V.,Immortal Eyes Games,Play Smart,Rio Grande Games,Winning Moves Games (USA),Winsome Games;6.66413;6742;transamerica;21;0.0;0.0;3.2345945945945958;0;-1.11;eC9nXBEyIg;False;0;6.0;45.0;8.0;2.0;30.0;TransAmerica;74;2-6;365;30-45;52.69;47.99;32.95;0.0;604;2001.0;transamerica
179;1704;2854;"Exploration was a very popular 1970s game from Britain's best game company, Waddingtons. The dramatic &amp; colourful box cover, showing the Kon Tiki raft, mountain climbers, ziggurats, and scuba divers on a wreck, inspired thousands of British kids to explore the globe, at least in their fantasies. To win, you must mount an exploration to one of four Objectives (Lost City, Summit, Island and Sunken Galleon), return to base and make the most money. Being first back was not enough, you've got to make the best profit on your trip.&#10;The game is played in 2 phases; initially you move round the outer track on die rolls, collecting Personnel cards, buying Equipment cards and drawing Exploration Club cards (which may gain or cost you cash to the Prize Fund). When your group is assembled, take the appropriate dobber (Yacht, Lorry, Tent or Ship) and set off.&#10;The 2nd phase has you moving over land or sea using the unique Diradice, a d6 with a 5 symbols. These allow you to move 1 or 2 spaces orthogonally or diagonally. The problem is that the spaces on the board are littered with symbols which you can only cross if you have the correct equipment, like the compass, dinghy or mountain boots. You must have an explorer with the Main Objective to reach your goal, but the other personnel allow you to avoid hazards and reach Lesser Objectives (Skeleton, Pearls, Rare Flower etc.) to gain cash. 1st, 2nd and 3rd home get cash and 1st back gets the Prize Fund.&#10;A pretty simple game of dice rolling, the only real choice is when to launch your trip. But the theme, the striking board and cards and that weird die makes this a fondly remembered game in the UK.&#10;&#10;";5;45;8;2;45;Exploration;45;1967;;Exploration;James C. Spiring;;Roll / Spin and Move;Otto Maier Verlag,SPIRING Enterprises Ltd.,Waddington's Games, Inc.;5.57419;105;exploration;67;0.0;0.0;0.0;0;0.0;imugfFVrmI;False;0;5.0;45.0;8.0;2.0;45.0;Exploration;0;2-5;0;45;0.0;0.0;25.0;0.0;41;1967.0;exploration
180;1738;2922;"Take the Chairs challenge with friends or family in this thrilling stacking game. Chairs is great fun and can be played by players of all ages! All you need is a steady hand and creative thinking! The aim of the game is for each players to take turns adding a chair to the stack...chair upon chair...the tension mounts as the tower grows larger! Don't topple the CHAIRS or you're out of the game. If the chairs fall on your turn, you must take all of the chairs that fell. You win the game by being the first player to get rid of all your chairs.&#10;&#10;Stacking chairs can be harder then it looks but with so many ways to stack....the game is never the same! The game is for 1 or more players and suitable for ages 5 and up.&#10;&#10;";99;20;5;1;20;Chairs;20;1999;;Action / Dexterity,Children's Game;Yves Hirschfeld,Yurkovic Design Inc.;3D Games;;Falomir Juegos,Fundex,Jumbo,Majora,Mannix Co, LTD,Noris Spiele,Paul Lamond Games Ltd,Philos,The Toy Company Argentina S.R.L.,Trefl;5.5949300000000015;383;chairs;60;0.0;0.0;2.727272727272727;0;0.0;d7fFqmgVbT;False;0;99.0;20.0;5.0;1.0;20.0;Chairs;11;1-99;23;20;0.0;0.0;0.0;12.79;54;1999.0;chairs
181;1740;2929;"Monopoly with a dot-com theme.&#10;&#10;Board&#10;8 Pewter Tokens&#10;Title Deed Cards&#10;&quot;Download&quot; and &quot;E-mail Just In&quot; cards&#10;32 Households and 12 Offices&#10;2 Dice&#10;Play money and plastic Banker's tray&#10;&#10;Relive the rise and fall of the dot-coms.&#10;&#10;Has special &quot;Offline&quot; rule which prevents a player from collecting rent on whatever property the &quot;Offline&quot; token is placed.&#10;&#10;";8;60;8;2;60;Monopoly: The .com Edition;60;2000;;Economic,Negotiation;(Uncredited);Monopoly;Auction/Bidding,Roll / Spin and Move,Set Collection,Trading;Hasbro,Parker Brothers;4.92266;139;monopoly: the .com edition;53;0.0;0.0;1.25;0;0.0;Q9JYAUEjoO;True;0;8.0;60.0;8.0;2.0;60.0;Monopoly: The .Com Edition;2;2-8;0;60;0.0;0.0;0.0;0.0;102;2000.0;monopoly: the .com edition
182;1748;2946;"Pipeline is a surprisingly fun 3D pipe laying game. Presented as a kid's game, gamers will enjoy it as a light contest too. 4 players have colourful plastic sets of plumbing; straights, angles, T joints and capping pieces. Start from one side of the board, spin a spinner (or roll a special die) to select your piece and try to build a pipeline over to ending points on the opposite side. You can rotate your pipeline if required, but not backtrack, so when your neighbour's pipe gets in your way, you have to build over or around. First to connect wins.&#10;&#10;";4;20;6;2;20;Pipeline;20;1993;;Abstract Strategy,Children's Game;John LaBelle,Thomas Rabideau,Dave Rabideau;3D Games,Connection Games,Promotional Board Games;Tile Placement;The Boots Company, PLC,Educational Insights,Habourdin International,Jumbo,New Entertainment Ltd,Paul Lamond Games Ltd,Piatnik,Spear's Games,University Games;5.57602;130;pipeline;38;0.0;0.0;4.0;0;0.0;TTjviBwbTo;False;0;4.0;20.0;6.0;2.0;20.0;Pipeline;2;2-4;17;20;0.0;0.0;0.0;0.0;563;1993.0;pipeline
183;1769;2987;"Come aboard and sail to Pirate's Cove, the legendary hideaway of thieving pirates and cutthroat buccaneers. The tales of those legendary pirates of old who've fought and survived these mysterious waters still haunt all those who yearn for a life at sea. Armed with a secret map and starting with a modestly outfitted sloop salvaged from last winter's storm, you set sail to Pirate's Cove, your eyes filled with visions of treasure and fame, your lungs filled with the salty air of the high seas.&#10;&#10;Your objective: to battle for the rights to plunder and become the most famed and feared pirate the world has ever seen. To do so, you will need to navigate shrewdly, fight recklessly and pillage mercilessly. You will gain fame by winning battles; burying gold and treasure; and bragging about your exploits at the tavern. At the end of twelve months, the pirate with the most fame will be declared the most fearsome pirate of the high seas!&#10;&#10;The game has 12 turns and at the start of every turn, each pirate must decide (secretly) which of the six islands they will visit. All players reveal their navigation directions simultaneously and then the turn is resolved. If any two or more pirates end up at the same island, Combat ensues.&#10;&#10;Combat resolution is determined by the strengths of your ship and the results of cannon fire (dice). The goal of combat is to scare away rival pirates so that you are the only pirate left at the island. If you stay in combat too long, your ship will suffer and make subsequent turns more difficult, so there is a fine balance of when to stay and fight and when to let the bigger ship have its booty. If you flee from combat, you end up at Pirate's Cove where you receive a small compensation for the turn. Once all conflicts are resolved, then the bounty for each island is given out.&#10;&#10;Each island (except Pirate's Cove and Treasure Island) offer various amounts of Fame, Gold, Treasure or Tavern cards. The bounty is skewed so that some Islands are clearly better choices than others, so it can force you to decide (or bluff) if you think you can take the island should other pirates go after the same bounty. Once you have your bounty, you can purchase upgrades for your ship. Each Island offers a different ship component. The four parts of your ship are: Sails (determines speed and initiative in combat), Hull (how much treasure you can carry), Crew (needed to man the cannons), and Cannons. (The lower number of Crew and Cannons determines how many dice you roll in combat).&#10;&#10;There is also an island with a Pub that offers useful strategy cards to help you in all aspects of the game. The last island is treasure island which offers no real bounty other than the chance to bury treasures that you have in the hull of your ship. Buried treasure is converted to Fame (which is the ultimate goal of the game).&#10;&#10;Other random elements of the game include the dreaded Legendary Pirates who are highly dangerous ships that patrol the islands in order. One of 5 different Legendary Pirates (which include famous names like Blackbeard and The Flying Dutchman) is drawn at the beginning of every game, and stays until defeated. If you end up at the same island as one of them, you had better have a strong ship and helpful allies or they will blast you with their powerful cannons. However, if you can manage to sink their ships, you can score a good amount of fame! But beware, once you defeat him/her a new Legendary Pirate will appear to wreck havoc in the islands.&#10;&#10;At the very end of the game, there is a chance for everyone to tell &quot;tall tales&quot; about themselves to increase their final fame standings. These tall tale cards are gained at the pub and offer yet another fun &quot;pirate&quot; mechanic. In all, Pirate's Cove offers you the chance to truly play like a pirate where you can fight and plunder your way to victory.&#10;&#10;";5;90;8;3;60;Pirate's Cove;90;2002;Cyrille Daujean,Julien Delval,Swen Papenbrock,Markus Wagner;Adventure,Fighting,Nautical,Pirates;Paul Randles,Daniel Stahl;;Dice Rolling,Hand Management,Pick-up and Deliver,Simultaneous Action Selection;AMIGO Spiel + Freizeit GmbH,Days of Wonder,Lautapelit.fi;6.59667;7167;pirate's cove;73;0.0;0.0;2.963235294117648;0;0.0;dhBQUVPDlD;False;0;5.0;90.0;8.0;3.0;60.0;Pirate's Cove;68;3-5;158;60-90;0.0;0.0;0.0;0.0;568;2002.0;pirate's cove
